title,release_year,release_month,month_name,budget_musd,revenue_musd,predicted_revenue_musd,hit_probability_pct,risk_score,is_hit,is_flop,predicted_is_hit,is_major_studio,is_indie,studio_type,primary_genre,has_franchise,has_superhero,has_imax,director_median_revenue_musd
The Good German,2006,12,December,32.0,5.91,12.42,4.2,25.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,162.23
White Squall,1996,2,February,38.0,10.3,26.93,6.5,25.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,211.95
"War, Inc.",2008,4,April,5.0,1.3,3.32,1.5,30.0,0,1.0,0,0,1,Independent,Action,0,0,0,51.75
Family Plot,1976,4,April,2.0,7.9,6.48,2.8,0.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,11.94
Margaret,2011,9,September,14.0,0.05,0.74,2.5,60.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Cadillac Records,2008,12,December,12.0,,27.06,4.1,40.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Drop Dead Gorgeous,1999,7,July,10.0,10.57,22.92,1.7,15.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
Nighthawks,1981,3,March,5.0,19.91,18.51,1.5,0.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,51.75
Things to Do in Denver When You're Dead,1995,12,December,8.0,0.53,4.98,3.1,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,53.35
Dark Blue,2002,12,December,15.0,9.24,9.59,2.8,40.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,37.81
Twixt,2011,9,September,7.0,,23.03,2.3,20.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,46.73
20 Feet from Stardom,2013,6,June,1.0,,56.98,1.5,0.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Baggage Claim,2013,9,September,8.5,22.46,21.38,1.4,35.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Serving Sara,2002,8,August,29.0,16.93,23.3,2.5,0.0,0,1.0,0,1,0,Major Studio,Comedy,0,0,0,41.9
Katy Perry: Part of Me,2012,6,June,12.0,32.73,23.84,2.7,15.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
All That Jazz,1979,12,December,,37.82,28.65,6.0,25.0,0,,0,1,0,Major Studio,Other,0,0,0,20.0
Ondine,2009,9,September,12.0,1.64,2.77,5.3,60.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,78.49
Nine Dead,2010,1,January,2.0,,17.62,1.5,45.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Flipper,1996,5,May,25.53,20.08,23.68,2.2,0.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,51.75
High Anxiety,1977,12,December,3.4,31.06,20.81,4.4,0.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,68.89
Solitary Man,2009,9,September,15.0,5.02,5.85,2.3,60.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,12.0
Metallica: Through the Never,2013,9,September,18.0,7.97,11.0,4.0,35.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,74.6
Strangerland,2015,7,July,10.0,0.02,0.24,1.8,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Son of God,2014,2,February,22.0,67.8,6.59,4.4,40.0,1,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
A Guy Thing,2003,1,January,20.0,17.43,5.94,2.6,35.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
The Warlords,2007,12,December,40.0,,22.58,5.4,25.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Red River,1948,8,August,3.0,9.01,9.14,1.6,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Half Past Dead,2002,11,November,13.0,,22.75,2.6,15.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,76.43
In Cold Blood,1967,12,December,3.5,13.01,17.47,1.8,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,13.99
Stop-Loss,2008,3,March,25.0,11.21,11.85,3.0,25.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,46.97
Wolves,2014,8,August,18.0,,42.9,2.0,15.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Harley Davidson and the Marlboro Man,1991,8,August,23.0,7.43,26.2,2.6,15.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,28.37
Willard,2003,3,March,22.0,,32.34,2.1,15.0,0,,0,1,0,Major Studio,Other,0,0,0,21.51
Factory Girl,2006,12,December,7.0,,17.33,1.3,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,1.08
A Prairie Home Companion,2006,6,June,10.0,,13.43,2.4,40.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,87.75
Lucky You,2007,5,May,,5.76,7.43,5.6,25.0,0,,0,1,0,Major Studio,Other,0,0,0,114.15
Akeelah and the Bee,2006,4,April,8.0,18.95,8.93,1.3,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Quiet American,2002,11,November,30.0,27.67,24.8,3.4,25.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,146.87
Renaissance Man,1994,6,June,40.0,24.33,21.36,5.4,0.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,98.29
Gods and Monsters,1998,1,January,10.0,6.45,7.19,2.5,60.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,330.83
Mad City,1997,11,November,50.0,10.54,12.16,6.9,25.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,51.75
Hoffa,1992,12,December,35.0,,31.48,4.8,25.0,0,,0,1,0,Major Studio,Other,0,0,0,19.32
Kiss of Death,1995,4,April,40.0,,39.86,5.5,25.0,0,,0,1,0,Major Studio,Action,0,0,0,56.71
Love in the Time of Cholera,2007,10,October,45.0,4.61,8.6,6.5,25.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,381.93
Country Strong,2010,12,December,15.0,20.53,11.32,3.3,40.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,34.08
Vera Drake,2004,10,October,11.0,,22.28,2.2,40.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,11.76
Extreme Measures,1996,9,September,38.0,17.38,22.73,6.9,45.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,224.13
You Kill Me,2007,2,February,4.0,2.43,2.42,1.8,0.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,23.24
My Favorite Martian,1999,2,February,65.0,36.85,30.16,13.6,25.0,0,1.0,0,1,0,Major Studio,Comedy,0,0,0,92.4
Big Trouble,2002,4,April,40.0,8.49,11.23,4.9,0.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,363.99
Yeh Jawaani Hai Deewani,2013,5,May,7.7,46.0,28.56,1.7,0.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Glee: The Concert Movie,2011,8,August,9.0,18.66,27.92,2.2,15.0,0,0.0,0,1,0,Major Studio,Other,1,0,0,51.75
You Can't Take It With You,1938,8,August,1.64,7.43,8.5,3.8,0.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,7.19
Niagara,1953,1,January,1.25,8.5,7.58,1.5,45.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Running with Scissors,2006,10,October,12.0,6.75,10.91,3.4,40.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,204.59
Monkeybone,2001,2,February,75.0,5.41,11.25,7.9,0.0,0,1.0,0,1,0,Major Studio,Action,1,0,0,124.6
Code Name: The Cleaner,2007,1,January,20.0,10.34,11.58,9.9,35.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,80.45
Manderlay,2005,5,May,14.2,0.67,2.36,2.7,40.0,0,1.0,0,0,0,Mid-size Studio,Other,1,0,0,30.92
Renaissance,2006,3,March,18.0,1.83,2.82,2.0,15.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Courageous,2011,9,September,1.0,34.52,15.79,1.4,45.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,21.82
Topaz,1969,12,December,4.0,6.0,11.11,3.2,25.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,12.21
Lone Star,1996,6,June,5.0,13.27,20.16,1.6,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,2.0
Beyond the Black Rainbow,2010,12,December,1.1,,12.46,1.3,0.0,0,,0,0,0,Mid-size Studio,Other,1,0,0,51.75
Madea's Family Reunion,2006,2,February,6.0,57.23,16.05,5.3,25.0,1,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,60.69
Meek's Cutoff,2010,9,September,,0.88,1.24,2.3,45.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Barbarian Invasions,2003,5,May,8.0,3.43,6.98,1.4,25.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
My Life Without Me,2003,3,March,,9.73,14.43,2.6,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,4.86
The Little Vampire,2000,10,October,22.0,13.56,15.46,2.1,15.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,51.75
Arn: The Knight Templar,2007,12,December,25.0,,16.23,2.6,25.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Let's Kill Ward's Wife,2014,12,December,5.0,,5.11,1.5,0.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Catch That Kid,2004,2,February,18.0,16.7,21.97,2.6,15.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
The Rage: Carrie 2,1999,3,March,21.0,17.76,19.69,2.1,15.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Redbelt,2008,4,April,7.0,,6.1,1.3,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,13.84
The Big Bounce,2004,1,January,50.0,6.81,9.93,8.8,20.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,28.08
O,2001,8,August,,16.02,11.01,1.6,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Veronika Decides to Die,2009,5,May,9.0,,16.17,1.6,40.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Get Over It,2001,3,March,10.0,,50.18,1.8,15.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,27.39
The Story of Us,1999,10,October,50.0,58.9,31.54,18.6,25.0,1,0.0,0,1,0,Major Studio,Comedy,0,0,0,82.77
Baby Geniuses,1999,3,March,12.0,36.45,36.81,2.2,15.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.38
Shopgirl,2005,10,October,10.28,11.59,17.6,1.6,40.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,14.96
The Canyons,2013,7,July,0.25,0.06,0.31,2.9,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,2.06
Virgin Territory,2007,12,December,38.0,5.41,7.65,4.5,0.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Mary Reilly,1996,2,February,47.0,12.38,22.45,7.6,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,52.29
Barbershop 2:  Back in Business,2004,1,January,18.0,65.07,24.77,9.6,60.0,1,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,53.29
A Mighty Wind,2003,4,April,6.0,18.75,11.3,1.6,0.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,5.54
Tomcats,2001,3,March,11.0,23.43,27.31,1.9,15.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
Drive Hard,2014,5,May,12.0,,21.96,2.1,15.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Into the Grizzly Maze,2015,2,February,10.0,,35.71,2.2,15.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,113.86
They,2002,11,November,17.0,,28.52,1.6,15.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The First Great Train Robbery,1979,1,January,6.0,,13.64,1.8,45.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Head Over Heels,2001,2,February,14.0,10.42,12.29,7.1,15.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,138.47
The Quiet,2005,9,September,0.9,0.38,0.68,1.1,45.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Adventurer: The Curse of the Midas Box,2013,12,December,25.0,0.01,0.27,2.5,0.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Fur: An Imaginary Portrait of Diane Arbus,2006,8,August,16.8,2.28,12.97,2.6,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,9.3
The Hit List,2011,4,April,6.0,,30.87,1.2,0.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Wonderland,2003,10,October,5.0,2.47,7.24,1.5,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Ca$h,2010,1,January,7.0,0.05,0.54,1.6,20.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
The Spanish Prisoner,1997,9,September,10.0,13.84,14.87,1.3,60.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Shade,2003,5,May,6.8,,19.53,1.2,0.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Vanity Fair,2004,9,September,23.0,16.12,9.82,3.1,60.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,9.03
Blackthorn,2011,8,August,,0.62,0.55,1.8,25.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
April Fool's Day,1986,3,March,5.0,,35.99,1.3,0.0,0,,0,1,0,Major Studio,Other,0,0,0,51.75
Wing Commander,1999,3,March,30.0,,24.85,1.9,0.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
God's Not Dead 2,2016,4,April,5.0,23.51,9.1,1.7,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Misfits,1961,1,January,4.0,8.2,16.12,1.8,45.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,10.4
Khumba,2013,7,July,20.0,27.19,22.85,2.6,15.0,0,0.0,0,0,0,Mid-size Studio,Animation,0,0,0,51.75
Digimon: The Movie,2000,3,March,5.5,,32.69,1.4,0.0,0,,0,0,0,Mid-size Studio,Animation,0,0,0,51.75
Reno 911!: Miami,2007,2,February,10.0,20.34,15.63,1.8,15.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,51.75
Josie and the Pussycats,2001,4,April,22.0,,33.57,3.6,15.0,0,,0,1,0,Major Studio,Comedy,0,0,0,25.61
How Green Was My Valley,1941,10,October,1.25,6.0,12.38,1.9,25.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,6.67
The Train,1964,9,September,5.8,6.8,15.2,3.6,45.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,44.35
The Object of My Affection,1998,4,April,15.0,46.91,30.23,3.4,40.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,15.3
Catch-22,1970,6,June,18.0,24.91,21.23,13.2,40.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,117.25
Forbidden Kingdom,2014,1,January,26.0,,41.86,3.8,20.0,0,,0,1,0,Major Studio,Other,0,0,0,51.75
Salvador,1986,4,April,4.5,,32.29,3.1,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,100.23
Nixon,1995,12,December,44.0,13.68,13.9,5.3,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,105.36
The Adventures of Ford Fairlane,1990,7,July,49.0,20.42,21.1,8.9,0.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,72.22
Bless the Child,2000,8,August,40.0,,20.39,5.2,25.0,0,,0,1,0,Major Studio,Other,0,0,0,203.81
The Express,2008,10,October,40.0,9.79,18.92,8.0,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.03
Henry V,1989,10,October,9.0,,37.11,6.0,40.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,449.33
She's the One,1996,8,August,3.5,9.48,13.02,1.3,0.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Swimfan,2002,9,September,8.5,34.41,22.95,1.6,60.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,122.64
Down to You,2000,1,January,9.0,,22.11,1.8,60.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
My Dog Skip,2000,1,January,7.0,,33.82,1.7,45.0,0,,0,1,0,Major Studio,Comedy,0,0,0,74.54
Let's Go to Prison,2006,11,November,4.0,4.63,5.4,1.3,0.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
Ripley's Game,2002,9,September,30.0,,60.69,2.0,20.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
"Mystery, Alaska",1999,10,October,28.0,8.89,16.8,6.4,25.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,244.81
Strange Wilderness,2008,2,February,,6.58,10.06,2.8,0.0,0,,0,1,0,Major Studio,Comedy,0,0,0,70.44
The Last Dragon,1985,3,March,10.0,25.75,23.58,1.9,15.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,6.8
Zambezia,2012,6,June,20.0,,27.21,2.8,15.0,0,,0,0,0,Mid-size Studio,Animation,0,0,0,51.75
Gerry,2002,1,January,3.5,,28.6,3.1,45.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,54.59
Gossip,2000,4,April,14.0,5.11,22.65,1.8,40.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,24.6
Alex & Emma,2003,6,June,30.0,15.37,15.96,3.8,0.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,87.6
The Cotton Club,1984,12,December,58.0,25.93,29.93,9.9,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,95.57
Flame & Citron,2008,3,March,6.5,,29.01,1.5,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Front Page,1974,12,December,4.0,,43.94,1.8,25.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,25.0
Return to Me,2000,4,April,24.0,36.61,28.22,2.7,25.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Reds,1981,12,December,32.0,40.38,28.65,5.1,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,66.47
Dick,1999,8,August,13.0,27.5,33.63,2.1,15.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,24.77
Hansel and Gretel Get Baked,2013,2,February,4.5,,38.03,1.4,0.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Dragonslayer,1981,6,June,18.0,14.11,13.57,3.5,15.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,51.75
Recess: School's Out,2001,1,January,10.0,44.46,26.63,1.9,35.0,0,0.0,0,0,0,Mid-size Studio,Animation,0,0,0,51.75
Trade,2007,1,January,12.0,,37.2,4.7,60.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
A Passage to India,1984,12,December,8.0,27.19,40.21,2.3,25.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,71.72
Lone Wolf McQuade,1983,4,April,5.0,12.23,12.51,1.5,25.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Coal Miner's Daughter,1980,3,March,15.0,67.18,48.62,26.2,40.0,1,0.0,0,1,0,Major Studio,Other,0,0,0,211.67
Thumbsucker,2005,1,January,,1.92,4.19,2.6,45.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,5.33
The History Boys,2006,10,October,4.0,13.4,9.12,1.3,25.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,32.05
Winter in Wartime,2008,11,November,4.0,0.53,1.78,1.3,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Class of 1984,1982,8,August,4.3,,24.74,1.3,25.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,17.08
The Kentucky Fried Movie,1977,8,August,0.6,,42.16,3.6,0.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,117.22
Mr. 3000,2004,6,June,30.0,21.8,18.11,3.2,25.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,57.59
Hud,1963,5,May,2.5,10.0,6.87,1.5,25.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,2.2
Woodstock,1970,3,March,0.6,34.51,16.97,1.8,25.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Anywhere But Here,1999,11,November,23.0,18.65,33.34,12.0,40.0,0,1.0,0,1,0,Major Studio,Comedy,0,0,0,56.82
Where the Truth Lies,2005,10,October,25.0,,27.71,2.5,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,5.86
Set It Off,1996,11,November,9.0,41.59,28.08,4.1,40.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,102.39
Flirting with Disaster,1996,3,March,7.0,14.7,9.42,2.5,0.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,151.93
Bulworth,1998,5,May,30.0,29.2,25.09,3.1,25.0,0,1.0,0,1,0,Major Studio,Comedy,0,0,0,72.06
L!fe Happens,2011,6,June,0.93,0.03,0.23,1.2,0.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
What's the Worst That Could Happen?,2001,5,May,45.0,,17.56,4.1,0.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,29.0
Unaccompanied Minors,2006,12,December,26.0,,34.89,3.2,30.0,0,,0,0,1,Independent,Comedy,0,0,0,229.15
Swing Vote,2008,8,August,21.0,17.6,8.46,3.3,40.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Shinjuku Incident,2009,3,March,15.0,,24.47,3.6,40.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Divine Secrets of the Ya-Ya Sisterhood,2002,6,June,27.0,,32.36,2.9,25.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Pat Garrett & Billy the Kid,1973,5,May,4.64,11.0,8.56,1.6,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,1.88
Raising Cain,1992,8,August,12.0,37.17,27.08,4.8,40.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,80.37
Knock Off,1998,9,September,33.0,,32.29,1.9,20.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
The Last Waltz,1978,5,May,,0.32,1.57,7.8,0.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,122.27
New York Stories,1989,3,March,15.0,,54.01,12.1,40.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,46.73
Facing the Giants,2006,9,September,0.1,10.18,12.33,1.3,45.0,0,0.0,0,0,0,Mid-size Studio,Other,1,0,0,33.99
Wendy and Lucy,2008,5,May,0.2,,26.01,1.4,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,0.88
Veer-Zaara,2004,11,November,7.0,29.39,30.72,1.7,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Pieces of April,2003,1,January,0.3,,39.14,1.5,45.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,51.85
Random Hearts,1999,10,October,64.0,74.61,29.84,29.0,25.0,1,0.0,0,1,0,Major Studio,Other,0,0,0,184.72
Quo Vadis,1951,11,November,8.25,30.0,31.46,2.5,40.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Paint Your Wagon,1969,10,October,20.0,31.68,14.42,7.3,40.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,51.75
Eye for an Eye,1996,1,January,20.0,,31.76,2.6,60.0,0,,0,1,0,Major Studio,Other,0,0,0,34.57
Summer Catch,2001,8,August,34.0,19.69,22.55,2.8,25.0,0,1.0,0,1,0,Major Studio,Comedy,0,0,0,52.28
Down in the Valley,2005,5,May,8.0,0.85,4.69,1.5,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Stung,2015,7,July,2.5,,15.67,1.2,0.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Pound of Flesh,2015,5,May,7.5,,31.59,1.3,0.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Split Second,1992,5,May,0.0,0.0,0.0,1.2,0.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Cure,1997,11,November,0.02,0.1,0.15,1.2,0.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Drive Me Crazy,1999,10,October,8.0,22.59,21.71,1.6,25.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,57.88
C.H.U.D.,1984,8,August,1.25,3.41,6.22,1.1,0.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
5 Days of War,2011,4,April,20.0,0.02,5.12,6.6,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,73.68
The Brown Bunny,2004,8,August,10.0,,35.28,1.4,40.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,2.38
Three to Tango,1999,10,October,20.0,,36.29,2.1,15.0,0,,0,1,0,Major Studio,Comedy,0,0,0,51.75
Snow White: A Tale of Terror,1997,7,July,26.0,,24.86,1.9,0.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The I Inside,2004,1,January,8.8,,21.89,1.4,35.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Turbulence,1997,1,January,55.0,11.47,15.65,6.2,20.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
The Banger Sisters,2002,9,September,10.0,,22.59,1.6,60.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Skin Trade,2014,11,November,9.0,,23.49,1.6,40.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Because of Winn-Dixie,2005,2,February,14.0,32.65,19.06,14.5,40.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,53.32
She Wore a Yellow Ribbon,1949,10,October,1.6,5.4,3.95,1.6,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,6.87
Shadowlands,1993,12,December,22.0,,60.49,3.1,40.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,64.24
Alatriste,2006,9,September,24.0,23.32,23.74,2.1,20.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,51.75
All the Pretty Horses,2000,12,December,57.0,,31.3,9.4,25.0,0,,0,1,0,Major Studio,Other,0,0,0,24.48
Bottle Shock,2008,8,August,5.0,4.04,4.7,1.2,25.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Smilla's Sense of Snow,1997,2,February,35.0,,35.81,4.1,25.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Savage Grace,2007,5,May,4.6,,38.78,1.2,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Contender,2000,10,October,9.0,,25.51,2.1,40.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,18.98
The Hoax,2006,10,October,25.0,11.77,7.95,4.6,25.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,78.62
Slackers,2002,2,February,14.0,6.41,8.7,2.4,15.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
The Informers,2008,11,November,18.0,0.38,2.48,2.3,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Intolerance,1916,9,September,0.39,8.39,7.29,1.4,45.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Infamous,2006,11,November,13.0,1.15,3.1,1.8,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,30.55
