budget,homepage,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres_list,keywords_list,studios_list,actor_1,actor_2,actor_3,director,has_tagline,release_year,release_month
1.0,,48463,en,Incident at Loch Ness,"The German film director Werner Herzog sets out to the Scottish Highlands to make a documentary, ""Enigma of Loch Ness"", exploding the myth of the Loch Ness Monster. Meanwhile, another documentary film crew is making a film about Werner Herzog, and we see the production of ""Enigma"" from their point of view. Shooting on a rented boat, tensions begin to rise as director Herzog and his producer, Zak Penn, find themselves at cross-purposes on the black surface of Loch Ness. Things get very edgy when the film crew starts seeing shapes in the murky water.",1.452152,2004-12-17,,94.0,Released,,Incident at Loch Ness,5.9,18,Adventure|Comedy|Horror,,,Werner Herzog,Kitana Baker,Gabriel Beistain,Zak Penn,0,2004,12
2300000.0,,17820,en,Show Boat,A dashing Mississippi river gambler wins the affections of the daughter of the owner of the Show Boat.,1.606314,1951-07-13,11000000.0,107.0,Released,It's NEW!,Show Boat,6.9,18,Music|Romance,musical|grandmother granddaughter relationship|interracial relationship|reconciliation|riverboat|showboat|miscegenation|paddlewheel boat,Metro-Goldwyn-Mayer (MGM),Howard Keel,Kathryn Grayson,Ava Gardner,George Sidney,1,1951,7
4000000.0,,242575,en,"Guten Tag, Ramón","After five failed attempts to go to the United States, 18-year-old Ramón decides to look for a friend’s aunt in Germany, but never finds her. With no papers or money, and without knowing the language, he barely survives living on the street until he meets Ruth, an old retired nurse who doesn’t speak Spanish. Beyond language barriers and prejudices, they discover that solidarity and humanity make life bearable.",1.771584,2013-10-18,,119.0,Released,,"Guten Tag, Ramón",8.1,18,Drama,germany|mexican,Eficine 226|Beanca Films|Fondo de Inversión y Estímulos al Cine (FIDECINE)|MPN Cologne Film 3,Adriana Barraza,Rüdiger Evers,Hector Kotsifakis,Jorge Ramírez Suárez,0,2013,10
3000000.0,,192210,en,Open Road,"Angie, a young Brazilian artist, abandons her old life and embarks on a journey around the country. Running from her past, and searching for her foundation in life, Angie finds not only herself but love in its many forms.",2.680629,2013-04-12,,85.0,Released,,Open Road,5.2,18,Action|Drama|Thriller,drug dealer|police|killer|illegal drugs|dealer,Society Entertainment|BB Film Productions|Marcio Garcia Producoes,Camilla Belle,Andy García,Colin Egglesfield,Márcio Garcia,0,2013,4
8000000.0,,13072,en,Brooklyn Rules,"Brooklyn, 1985. With the mob world as a backdrop, three life-long friends struggle with questions of love, loss and loyalty.",4.090382,2007-04-30,458232.0,99.0,Released,Not made to be broken,Brooklyn Rules,5.8,18,Drama|Action|Thriller,,City Light Films,Alec Baldwin,Paulo Araujo,Daniel Tay,Michael Corrente,1,2007,4
34000000.0,,21311,en,I Dreamed of Africa,"Inspired by the true story of indomitable Kuki Gallmann, the film tells of a beautiful and inquisitive woman who had the courage to escape from her comfortable yet monotonous life in Italy to start anew in the African wilderness with her son, Emanuele, and her new husband, Paolo. Gallmann faces great danger there but eventually becomes a celebrated conservationist.",1.656695,2000-05-05,,114.0,Released,Sometimes the adventure of a lifetime becomes life itself.,I Dreamed of Africa,5.3,18,Romance|Drama|Adventure,africa,Columbia Pictures,Kim Basinger,Vincent Pérez,Liam Aiken,Hugh Hudson,1,2000,5
3800000.0,http://www.saintjohnmovie.com/,27023,en,Saint John of Las Vegas,An ex-gambler is lured back into the game by a veteran insurance-fraud investigator.,2.559806,2009-06-10,111731.0,84.0,Released,,Saint John of Las Vegas,5.9,18,Comedy,independent film|aftercreditsstinger,,Steve Buscemi,Romany Malco,Tim Blake Nelson,Hue Rhodes,0,2009,6
1200000.0,,43884,en,The Charge of the Light Brigade,"Major Vickers is an Officer in the 27th Lancers in India in 1856. Whilst the regiment is out on manoeuvres, the barracks are attacked by Surat Khan and his soldiers who massacre British women and children. This leaves an inextinguishable memory and Vickers promises to avenge the dead.",2.968235,1936-10-20,2736000.0,115.0,Released,"The reckless lancers sweep on and on - so that a woman's heart might not be broken! You're not fighting a single legion - you're fighting the entire British army, Surat Khan!",The Charge of the Light Brigade,6.8,18,Action|Adventure|Drama|War,ambush|british army|fort|invasion|attack|heroism|massacre|india|cavalry|tragic death|epic battle|crimea|fiancée|brothers|brothers love same woman|the light brigade|horses|british lancers|society ball,Warner Bros.,Errol Flynn,Olivia de Havilland,Patric Knowles,Michael Curtiz,1,1936,10
1000000.0,,19187,en,The Hebrew Hammer,A Jewish blaxploitation hero saves Hanukkah from the clutches of Santa Claus's evil son.,1.600797,2003-01-01,,85.0,Released,,The Hebrew Hammer,5.9,18,Action|Comedy,independent film,ContentFilm|Comedy Central Films,Adam Goldberg,Judy Greer,Andy Dick,Jonathan Kesselman,0,2003,1
150000.0,http://www.sonyclassics.com/badass/,5822,en,Sweet Sweetback's Baadasssss Song,"After saving a Black Panther from some racist cops, a black male prostitute goes on the run from ""the man"" with the help of the ghetto community and some disillusioned Hells Angels.",0.132878,1971-04-23,15200000.0,97.0,Released,The Film that THE MAN doesn't want you to see!,Sweet Sweetback's Baadasssss Song,4.6,18,Action|Drama|Romance,mexico|black people|pimp|anti hero|black panthers|black panther|blaxploitation|unsimulated sex|los angeles,Yeah,Simon Chuckster,Melvin Van Peebles,Hubert Scales,Melvin Van Peebles,1,1971,4
6000000.0,,25462,en,Two Can Play That Game,"Vivica A. Fox sizzles as a woman scorned who plans to get her man back by any means necessary. In this comedy about players and those who ""get played."" As corporate overachiever and all-around fly chick Shanté Smith, Fox thinks she's got the goods to keep her slickster boyfriend (Morris Chestnut) from straying - until he discovers a greener pasture, Shanté's archrival (Gabrielle Union)",2.27213,2001-09-07,,90.0,Released,,Two Can Play That Game,6.6,17,Comedy|Romance,,Screen Gems,Vivica A. Fox,Morris Chestnut,Anthony Anderson,Mark Brown,0,2001,9
1000000.0,,21413,en,The Battle of Shaker Heights,"A quirky teen with a penchant for war reenactments, Kelly Ernswiler obsesses over military tactics with his buddy Bart. The school bully is one of Kelly's regular headaches, and he also has to deal with a frustrating situation at home, where his father is a recovering drug addict. Kelly's life gets even more complicated when he falls for Tabby, Bart's pretty and soon-to-be-wed older sister.",5.20209,2003-08-22,,79.0,Released,"When you're 17, every day is war.",The Battle of Shaker Heights,5.6,17,Comedy|Drama|Romance,fantasy|enemy|sister|high school|battlefield|bully|teenager|strategy|addict,Miramax Films|LivePlanet,Shia LaBeouf,Elden Henson,Amy Smart,Kyle Rankin,1,2003,8
500000.0,http://www.rickyjaymovie.com/,180383,en,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,The life and career of renowned magician and sleight of hand artist Ricky Jay.,0.425195,2012-10-04,,88.0,Released,,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7.1,17,Documentary,magic|woman director,Kino Lorber,Ricky Jay,Dick Cavett,Winston Simon,Molly Bernstein,0,2012,10
2053648.0,,14271,en,Beyond the Mat,"Beyond the Mat is a 1999 professional wrestling documentary, directed by Barry W. Blaustein. The movie focuses on the lives of professional wrestlers outside of the ring, especially Mick Foley, Terry Funk, and Jake Roberts. The film heavily focuses on the World Wrestling Federation (WWF), often criticizing it and its chairman Vince McMahon. It also follows Extreme Championship Wrestling, it's rise in popularity, and many other independent wrestlers and organizations.",2.778633,1999-10-22,500000.0,102.0,Released,,Beyond the Mat,7.8,17,Documentary,wrestling|sport|controversial|ecw|wwe,Imagine Entertainment|Universal Pictures|Lionsgate,Mick Foley,Terry Funk,Vince McMahon,Barry W. Blaustein,0,1999,10
,,29064,en,The Omega Code,"In this spiritual thriller, an ancient prophecy is about to be fulfilled as a secret code brings the world to the edge of Apocalypse. Gillen Lane (Casper Van Dien) is a expert on theology and mythology who has gained international fame as a motivational speaker.",1.288173,1999-10-15,2400000.0,100.0,Released,,The Omega Code,4.4,17,Horror|Thriller,bible|suspense|biblical code|revelation (book),Code Productions,Casper Van Dien,Michael York,Catherine Oxenberg,Robert Marcarelli,0,1999,10
8000000.0,,62676,en,Limbo,"Unconventional narrative about the interactions amongst a group of people in a small town in Alaska, each of whom has guards a secret.",0.034259,1999-06-04,1997807.0,126.0,Released,The Only Thing More Dangerous Than Death... Is Survival.,Limbo,7.0,17,Adventure|Drama|Thriller,,,Mary Elizabeth Mastrantonio,David Strathairn,Vanessa Martinez,John Sayles,1,1999,6
25000000.0,,19495,en,Nomad,"The Nomad is a historical epic set in 18th-century Kazakhstan. The film is a fictionalised account of the youth and coming-of-age of Ablai Khan, as he grows and fights to defend the fortress at Hazrat-e Turkestan from Dzungar invaders.",8.212018,2005-07-17,,112.0,Released,Courage know no limit,Nomad: The Warrior,4.3,17,Action|History|War,,Wild Bunch|Ibrus|Kazakhfilm Studios|True Story Production,Kuno Becker,Jay Hernandez,Jason Scott Lee,Sergei Bodrov Jr.,1,2005,7
7000000.0,,22314,en,In Too Deep,A fearless cop is taking on a ruthless crimelord. He knew the risks. He just didn't know how far he would have to go.,2.772178,1999-08-25,14011454.0,97.0,Released,,In Too Deep,6.2,17,Drama|Action|Thriller|Crime,,Suntaur Entertainment Company,Omar Epps,LL Cool J,Nia Long,Michael Rymer,0,1999,8
6000000.0,,27549,en,Beastmaster 2: Through the Portal of Time,"Mark Singer returns as Dar, the warrior who can talk to the beasts. Dar is forced to travel to earth to stop his evil brother from stealing an atomic bomb, and turning their native land from a desert into... well... a desert! Written by Jim Palin",1.478505,1991-06-08,869325.0,107.0,Released,,Beastmaster 2: Through the Portal of Time,4.6,17,Action|Adventure|Fantasy|Science Fiction,based on novel|time travel|sequel|psychotronic|sword and sandal|beastmaster|warrior|time portal|gun fight|sword and sorcery,Les Films 21|Republic Pictures,Marc Singer,Kari Wuhrer,Sarah Douglas,Sylvio Tabet,0,1991,6
9000000.0,,15568,en,Gracie,"This is the story of a teenager named Gracie Bowen, who lives in South Orange, New Jersey, is crazy about soccer, as are her three brothers and former soccer star father. Although Gracie wants to join her brothers and father in the nightly practices, she is discouraged by everyone except her elder brother, Johnny. Her father does not believe that girls should play soccer and tells her that she is neither tough enough nor talented enough to play with the boys team. Undeterred, Gracie finds reserves of strength she never knew existed, and persists in changing everyone's beliefs in what she is capable of, including her own. She faces an uphill battle when she fights to give women the opportunity to play competitive soccer. But as the beautiful and strong person that she has always been but she also brings her family together in the face of their own tragedy.",2.365328,2007-06-01,2955039.0,97.0,Released,,Gracie,6.0,17,Drama,,Elevation Filmworks|Ursa Major Films LLC,Jesse Lee Soffer,Christopher Shand,Carly Schroeder,Davis Guggenheim,0,2007,6
8000000.0,http://www.northernstars.ca/titles/2005/maurice_richard.html,49081,fr,Maurice Richard,"In the late 1930s, a young machinist named Maurice Richard distinguished himself as a ice hockey player of preternatural talent. Although that was enough to get him into the Montreal Canadiens, his frequent injuries cost him the confidence of his team and the fans. In the face of these doubts, Richard eventually shows the kind of aggressive and skillful play that would make him one of the greatest players of all time as ""The Rocket."" However for all his success, Richard and his fellow French Canadians face constant discrimination in a league dominated by the English speaking. Although a man of few words, Richard begins to speak his own mind about the injustice which creates a organizational conflict that would culminate in his infamous 1955 season suspension that sparks an ethnic riot in protest. In the face of these challenges, Richard must decide who exactly is he playing for.",0.983484,2005-10-25,2019009.0,124.0,Released,,The Rocket: The Legend of Rocket Richard,6.1,17,Drama,quebec|sport|ice hockey|hockey player|montreal canadiens,,Roy Dupuis,Michel Barrette,Rémy Girard,Charles Binamé,0,2005,10
1300000.0,,215924,es,Los insólitos peces gato,"Young Claudia works in a supermarket where she promotes various types of products. One night, she ends up in the emergency room with severe appendicitis and meets Martha, a patient, laying in the bed next to hers.",1.473405,2013-08-10,,87.0,Released,,The Amazing Catfish,5.7,17,Comedy|Drama,woman director,Cine Canibal,Lisa Owen,Ximena Ayala,Sonia Franco,Claudia Sainte-Luce,0,2013,8
3000000.0,http://genvideoshd.com/watch-compadres-2016-full-movie-online-genvideos/,317930,es,Compadres,"A disgruntled Mexican cop is forced to work with a teenage hacker to hunt down the criminals who killed his wife, and dismantle their operation.",1.569246,2016-03-31,,101.0,Released,,Compadres,5.2,17,Action|Comedy,,,Omar Chaparro,Joey Morgan,Aislinn Derbez,Enrique Begné,0,2016,3
3700000.0,,35032,en,The Pirate,"A girl is engaged to the local richman, but meanwhile she has dreams about the legendary pirate Macoco. A traveling singer falls in love with her and to impress her he poses as the pirate.",0.90522,1948-06-11,2956000.0,102.0,Released,The great MGM musical romance,The Pirate,6.6,17,Music|Romance,musical|pirate,Metro-Goldwyn-Mayer (MGM),Judy Garland,Gene Kelly,Walter Slezak,Vincente Minnelli,1,1948,6
11000000.0,,42345,en,The Molly Maguires,"Life is rough in the coal mines of 1876 Pennsylvania. A secret group of Irish emigrant miners, known as the Molly Maguires, fights against the cruelty of the mining company with sabotage and murder. A detective, also an Irish emigrant, is hired to infiltrate the group and report on its members. But on which side do his sympathies lie?",1.396985,1970-01-27,2200000.0,124.0,Released,,The Molly Maguires,5.9,16,Drama|History,pennsylvania|miner|coal mining|coal mine|pennsylvania coal miner,Paramount Pictures|Tamm Productions,Sean Connery,Samantha Eggar,Richard Harris,Martin Ritt,0,1970,1
5500000.0,http://www.crownintlpictures.com/dgtitles.html,33155,en,Galaxina,"Galaxina is a lifelike, voluptuous android who is assigned to oversee the operations of an intergalactic Space Police cruiser captained by incompetent Cornelius Butt. When a mission requires the ship's crew to be placed in suspended animation for decades, Galaxina finds herself alone for many years, developing emotions and falling in love with the ship's pilot, Thor.",2.141143,1980-06-06,4865000.0,95.0,Released,She's too good to be true...and too real to be otherwise.,Galaxina,3.3,16,Comedy|Science Fiction,android|harley davidson|cryogenics|space travel|love|parody|spaceship|space|alien|motorcycle|exercise|lasers|force field|meta film|forcefield|motorbike|cryonics,Marimark Productions,Dorothy Stratten,Stephen Macht,Avery Schreiber,William Sachs,1,1980,6
6500000.0,http://www.trackerthemovie.com/,62255,en,Tracker,"An ex-Boer war guerrilla in New Zealand is sent out to bring back a Maori accused of killing a British soldier. Gradually they grow to know and respect one another but a posse, led by the British Commanding officer is close behind and his sole intention is to see the Maori hang. Written by Filmfinders 1903. A guerilla fighter from the South African Boer war called Arjan (Winstone) takes on a manhunt for Maori seaman Kereama (Morrison), who is accused of murdering a British soldier. What follows is a cat and mouse pursuit through the varied landscape of NZ with both hunter and huntee testing their bushcraft and wits against that of the other. Written by Anonymous",2.074295,2010-05-20,,102.0,Released,,Tracker,6.0,16,Action|Drama|Thriller|Adventure,,T.H.E. Films|Phoenix Wiley|Eden Films,Ray Winstone,Temuera Morrison,Andy Anderson,Ian Sharp,0,2010,5
750000.0,,376004,en,Adulterers,"A man who returns home to find his wife cheating on him on their anniversary. He holds her and her naked and humiliated lover captive at gunpoint while he decides whether or not he's going to kill them. The story, inspired by true events, takes place over one day and is set in New Orleans during a stifling heat wave.",1.471139,2016-01-05,,80.0,Released,Love. Betrayal. Vengeance,Adulterers,5.2,16,Thriller|Crime|Drama,,,Sean Faris,Danielle Savre,Mehcad Brooks,H.M. Coakley,1,2016,1
8000000.0,,389425,en,Code of Honor,"Colonel Robert Sikes is on a mission to rid his city of crime. As a stealthy, one-man assault team, he will take on street gangs, mobsters, and politicians with extreme prejudice until his mission is complete. His former protégé, William Porter, teams up with the local police department to bring his former commander to justice and prevent him from further vigilantism.",2.101718,2016-05-06,,106.0,Released,There is no honor in revenge.,Code of Honor,4.1,16,Action|Crime|Thriller,,Steamroller Productions|Premiere Entertainment Group,Steven Seagal,Craig Sheffer,Louis Mandylor,Michael Winnick,1,2016,5
17500000.0,http://www.foxsearchlight.com/blacknativity/,175541,en,Black Nativity,"A street-wise teen from Baltimore who has been raised by a single mother travels to New York City to spend the Christmas holiday with his estranged relatives, where he embarks on a surprising and inspirational journey.",7.180403,2013-11-27,7018189.0,93.0,Released,The Musical Event of the Holiday Season,Black Nativity,5.8,16,Drama|Music,musical|based on stage musical|woman director|based on the bible|nativity|christmas,Fox Searchlight Pictures|Malvern Pictures,Forest Whitaker,Angela Bassett,Jennifer Hudson,Kasi Lemmons,1,2013,11
,,24621,en,Chasing Papi,"Playboy Thomas Fuentes has so far been able to skate by in life on good looks and charm alone. But when his duplicitous relationships with three women -- impassioned waitress Cici, meticulous lawyer Lorena and bored socialite Patricia -- spiral out of control, he suffers a mental breakdown. His doctor recommends that he choose just one girlfriend -- but can he choose in time before they discover his deception?",1.118511,2003-04-16,6126237.0,80.0,Released,Three women. Three cities. Three times the trouble.,Chasing Papi,6.3,16,Comedy|Romance,woman director,Fox 2000 Pictures,Roselyn Sánchez,Sofía Vergara,Jaci Velasquez,Linda Mendoza,1,2003,4
27000000.0,,271331,en,United Passions,"An epic, untold story that brings to life the inspiring saga of the World Cup and the three determined men who created it. Driven by their vision and passion, three men, overcame their doubts and fought obstacles and scandals to make the World Cup a reality. Spanning the tumultuous 20th Century, this timeless saga celebrates the event that became the most popular sporting event in the world.",6.036684,2014-06-19,,110.0,Released,Every dream has it's own rules,United Passions,3.0,16,Drama,soccer,Thelma Films|Leuviah Films,Tim Roth,Sam Neill,Thomas Kretschmann,Frédéric Auburtin,1,2014,6
11000000.0,,14877,en,September Dawn,"A story set against the Mountain Meadows Massacre, the film is based upon the tragedy which occurred in Utah in 1857. A group of settlers, traveling on wagons, was murdered by the native Mormons. All together, about 140 souls of men, women and children, were taken.",3.646848,2007-05-17,,110.0,Released,,September Dawn,5.0,16,Drama|Action|History|Western|Romance,,September Dawn|Voice Pictures|Black Diamond Pictures,Jon Voight,Tamara Hope,Trent Ford,Christopher Cain,0,2007,5
3000000.0,,260947,en,Something Wicked,"A young couple embark upon their honeymoon against the chilling landscapes of the Pacific Northwest. But when tragedy strikes, gruesome secrets from their past collide with sinister forces of the present...",1.968679,2014-04-04,,95.0,Released,,Something Wicked,4.6,16,Mystery|Thriller,obsession|oregon|independent film,Merchant Films,Shantel VanSanten,John Robinson,James Patrick Stuart,Darin Scott,0,2014,4
10000000.0,,66767,en,Beat the World,"Three dance crews – one Latin American, one European and one Canadian – prepare to battle at the International Beat the World competition in Detroit. Along the way, they struggle with gambling debt, bad break-ups and their own egos. In the final showdown to become world champions they find that their lifelong hopes, dreams and even lives, are at stake.",2.873796,2011-06-10,,91.0,Released,"Feel the beat, live the dream.",Beat the World,4.3,16,Music|Drama,sporting event,The Harold Greenberg Fund|Ontario Media Development Corporation (OMDC)|Telefilm Canada - Equity Investment Program|Inner City Films,Tyrone Brown,Mishael Morgan,Nikki Grant,Robert Adetuyi,1,2011,6
2000000.0,http://truckermovie.net/,29406,en,Trucker,"Loner Diane Ford (Michelle Monaghan) is a truck driver with an 11-year-old son, Peter (Jimmy Bennett), whom she never sees, and that's fine with her. But, when Peter's father, Len (Benjamin Bratt), falls ill, he asks Diane to take care of their son for a while. Eventually, Diane reluctantly agrees, but she quickly realizes that caring for a child interferes with her independent lifestyle -- and Peter isn't all that thrilled with the arrangement, either.",1.20173,2008-04-24,,90.0,Released,Some Things in life you can't leave behind,Trucker,6.8,16,Drama,california|sex|bar|motel|highway|reunion|cancer|independent film|violence|anger|divorcee|drunk|trucker|americana|traffic,Plum Pictures|Hanson Allen Films|Hart-Lunsford Pictures,Michelle Monaghan,Nathan Fillion,Joey Lauren Adams,James Mottern,1,2008,4
90000000.0,,24113,en,Town & Country,"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps some with his wife Ellie, others with longtime friends Mona and her husband Griffin. Deciding which direction to take often leads to unexpected encounters with hilarious consequences.",1.004579,2001-04-27,10372291.0,104.0,Released,There's no such thing as a small affair.,Town & Country,3.7,16,Comedy|Romance,architect|cellist|friends|anniversary,New Line Cinema,Warren Beatty,Diane Keaton,Goldie Hawn,Peter Chelsom,1,2001,4
15500000.0,,18777,en,Slow Burn,"A district attorney (Ray Liotta) is involved in a 24-hour showdown with a gang leader (LL Cool J) and is, at the same time, being manipulated by an attractive assistant district attorney (Jolene Blalock) and a cryptic stranger.",6.630856,2005-09-12,1237615.0,93.0,Released,The truth is just a trick of light.,Slow Burn,5.5,16,Mystery|Crime|Drama|Thriller,,Sidney Kimmel Entertainment|Greenestreet Films|Longfellow Pictures|Bonnie Timmermann Productions,Ray Liotta,LL Cool J,Mekhi Phifer,Wayne Beach,1,2005,9
12000000.0,,61752,en,Girl 6,"Girl 6 is a 1996 American film by director Spike Lee about a phone sex operator. Theresa Randle played the title character, and playwright Suzan-Lori Parks wrote the screenplay. The soundtrack is composed entirely of songs written by Prince. The film was screened in the Un Certain Regard section at the 1996 Cannes Film Festival. Directors Quentin Tarantino and Ron Silver make cameo appearances as film directors at a pair of interesting auditions.",2.993939,1996-03-22,4939939.0,108.0,Released,"A fresh, sassy and sexy comedy!",Girl 6,5.7,16,Comedy,independent film|neighbor|masturbation|phone sex|actress,Fox Searchlight Pictures|40 Acres & A Mule Filmworks,Theresa Randle,Isaiah Washington,Spike Lee,Spike Lee,1,1996,3
1100000.0,,39895,en,From a Whisper to a Scream,"The uncle of an executed murderess relates four stories of his hometown, Oldfield, to a reporter. In the first, an elderly man pursues a romance with a younger woman, even to the grave and beyond. In the second, a wounded man on the run from creditors is rescued by a backwoods hermit who holds the secret to eternal life. In the third, a glass-eating carny pays the ultimate price for looking for love on the outside. And in the fourth, a group of Civil War soldiers are held captive by a household of orphans with strange intentions for them.",1.220072,1987-09-25,1400000.0,99.0,Released,Welcome to Oldfield. Stop in for a night of pure terror.,From a Whisper to a Scream,6.8,15,Comedy|Horror,civil war|narration|voodoo|necrophilia|anthology|librarian|freak show,Conquest Productions,Vincent Price,Clu Gulager,Terry Kiser,Jeff Burr,1,1987,9
6000000.0,,47816,en,3 Strikes,"Brian Hooks plays a character who is just released from jail. And the state adopts a ""3 strikes"" rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change his life for the better. When a friend picks him up, they are pulled over, and his friend shoots at police officers, and Hooks escapes. Now Hooks, a wanted man, must clear his name of having nothing to do with the shooting.",1.433692,2000-03-01,9000000.0,82.0,Released,"the few, the proud, the paroled.",3 Strikes,5.9,15,Action|Comedy|Romance,sport,,Brian Hooks,N'Bushe Wright,Faizon Love,DJ Pooh,1,2000,3
5000000.0,,36351,en,Light Sleeper,"A drug dealer with upscale clientele is having moral problems going about his daily deliveries. A reformed addict, he has never gotten over the wife that left him, and the couple that use him for deliveries worry about his mental well-being and his effectiveness at his job. Meanwhile someone is killing women in apparently drug-related incidents.",6.063868,1992-08-21,,103.0,Released,He was a good man in a deadly business. She was his only way out.,Light Sleeper,5.7,15,Drama|Crime,suicide|drug dealer|redemption|addict|existentialism,Fine Line Features|Live Entertainment|Seven Arts|Carolco Pictures,Willem Dafoe,Susan Sarandon,Dana Delany,Paul Schrader,1,1992,8
8000000.0,,42618,en,Sweet Charity,"Taxi dancer Charity continues to have Faith in the human race despite apparently endless disappointments at its hands, and Hope that she will finally meet the nice young man to romance her away from her sleazy life. Maybe, just maybe, handsome Oscar will be the one to do it.",0.709143,1969-01-01,20000000.0,149.0,Released,Love is what it's all about!,Sweet Charity,6.5,15,Comedy|Drama|Music|Romance,broken engagement|charity|celebrity|tragic love|dancehall girl|based on stage musical|based on film,Universal Pictures,Shirley MacLaine,John McMartin,Ricardo Montalban,Bob Fosse,1,1969,1
17000000.0,,58048,en,Shanghai Surprise,"Glendon Wasey is a fortune hunter looking for a fast track out of China. Gloria Tatlock is a missionary nurse seeking the curing powers of opium for her patients. Fate sets them on a hectic, exotic, and even romantic quest for stolen drugs. But they are up against every thug and smuggler in Shangai.",0.138564,1986-08-29,,97.0,Released,A romantic adventure for the dangerous at heart.,Shanghai Surprise,2.9,15,Adventure,,"HandMade Films|Vista Organisation, The",Madonna,Sean Penn,Paul Freeman,Jim Goddard,1,1986,8
5000000.0,http://www.atlasshruggedmovie.com/,199933,en,Atlas Shrugged Part III: Who is John Galt?,"Approaching collapse, the nation's economy is quickly eroding. As crime and fear take over the countryside, the government continues to exert its brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. One man has the answer. One woman stands in his way. Some will stop at nothing to control him. Others will stop at nothing to save him. He swore by his life. They swore to find him.",1.731035,2014-09-12,846704.0,99.0,Released,Who is John Galt?,Atlas Shrugged Part III: Who is John Galt?,3.9,15,Drama|Science Fiction|Mystery,trilogy|ayn rand,Atlas 3 Productions,Eric Allan Kramer,Rob Morrow,Stephen Tobolowsky,James Manera,1,2014,9
40000000.0,http://www.delgo.com/,20542,en,Delgo,"In a divided land, it takes a rebellious boy and his clandestine love for a Princess of an opposing race to stop a war orchestrated by a power hungry villain.",4.238482,2008-12-12,,94.0,Released,,Delgo,5.4,15,Adventure|Fantasy|Animation|Comedy|Science Fiction|Family,,Fathom Studios|Electric Eye Entertainment Corporation,Freddie Prinze Jr.,Jennifer Love Hewitt,Val Kilmer,Marc F. Adler,0,2008,12
7000000.0,http://www.themightymacs.com/,48620,en,The Mighty Macs,"In the early 70s, Cathy Rush becomes the head basketball coach at a tiny, all-girls Catholic college. Though her team has no gym and no uniforms -- and the school itself is in danger of being sold -- Coach Rush looks to steer her girls to their first national championship.",2.932784,2009-10-21,,102.0,Released,,The Mighty Macs,5.0,15,Action|Drama,sport|catholic|mother superior|catholic school|convent school,,Carla Gugino,Ellen Burstyn,Marley Shelton,Tim Chambers,0,2009,10
,,26710,en,My Baby's Daddy,A trio of young men are forced to grow up quick when their girlfriends all become pregnant around the same time.,4.480167,2004-01-09,51.0,86.0,Released,,My Baby's Daddy,4.3,15,Comedy,birth|expectant mother|fatherhood|baby born|woman director,,Eddie Griffin,Anthony Anderson,Michael Imperioli,Cheryl Dunye,0,2004,1
15000000.0,http://in-crowd.warnerbros.com/,36047,en,The In Crowd,"A mentally disturbed young woman takes a job at a posh country club and falls in with a clique of wealthy college kids where she's taken under the wing of the clique's twisted leader, who harbors some dark secrets too terrifying to tell.",0.249245,2000-07-19,5217498.0,105.0,Released,What would you do to get in?,The In Crowd,4.7,15,Thriller,woman director,Morgan Creek Productions,Susan Ward,Lori Heuring,Matthew Settle,Mary Lambert,1,2000,7
10000000.0,http://www.facebook.com/CincodeMayo.LaPelicula,184374,es,Cinco de Mayo: La Batalla,"On May 5th, 1862, a few thousand Mexican soldiers put their lives on the line against the world's largest and most powerful army in one legendary battle for freedom and for Mexico.",0.072085,2013-05-03,,125.0,Released,,Cinco de Mayo: La Batalla,5.8,14,War|History|Drama,mexican,Estudios Churubusco Azteca|Gala Films|Gobierno del Estado de Puebla,Christian Vazquez,Liz Gallardo,Angélica Aragón,Rafa Lara,0,2013,5
18000000.0,,38665,en,The Legend of the Lone Ranger,"When the young Texas Ranger, John Reid, is the sole survivor of an ambush arranged by the militaristic outlaw leader, Butch Cavendich, he is rescued by an old childhood Comanche friend, Tonto. When he recovers from his wounds, he dedicates his life to fighting the evil that Cavendich represents. To this end, John Reid becomes the great masked western hero, The Lone Ranger. With the help of Tonto, the pair go to rescue President Grant when Cavendich takes him hostage.",11.725805,1981-08-20,2945600.0,98.0,Released,"The untold story of the man behind the mask, and the legend behind the man.",The Legend of the Lone Ranger,3.7,14,Action|Adventure|Romance|Western,lone ranger|wild bill hickok|buffalo bill|the lone ranger,ITC Entertainment,Christopher Lloyd,Matt Clark,Juanin Clay,William A. Fraker,1,1981,8
500000.0,http://girlsgonedeadmovie.com/,117942,en,Girls Gone Dead,A group of six ex-high school cheerleaders are stalked by a killer with a medieval war hammer and battle axe during their first Spring Break from college.,1.600171,2012-03-28,,104.0,Released,,Girls Gone Dead,3.5,14,Horror|Comedy,,Spy Global Media,Katie Peterson,Shea Stewart,Brandy Whitford,Michael Hoffman Jr.,0,2012,3
